114.185409,22.329163
114.185404,22.329084
114.185307,22.329049
114.185168,22.329049
114.185071,22.329049
114.184959,22.329064
114.184857,22.329069
114.184696,22.329069
114.184583,22.329069
114.184492,22.329069
114.184395,22.329069
114.184304,22.329069
114.184202,22.329088
114.184122,22.329103
114.184122,22.329004
114.184095,22.328895
114.1841,22.328796
114.184106,22.328686
114.18409,22.328503
114.184084,22.328354
114.184084,22.32828
114.184079,22.328126
114.184074,22.327932
114.184063,22.327813
114.184036,22.32761
114.184036,22.327411
114.184036,22.327252
114.184277,22.327252
114.184519,22.327272
114.184921,22.327272
114.185238,22.327287
114.185699,22.327292
114.186096,22.327292
114.186471,22.327302
114.186847,22.327322
114.187163,22.327376
114.187437,22.327396
114.187791,22.327476
114.18815,22.327515
114.188504,22.32759
114.188837,22.327659
114.189111,22.327704
114.189492,22.327758
114.189846,22.327793
114.189996,22.327788
114.190125,22.327674
114.190253,22.327416
114.190328,22.327193
114.19028,22.326989
114.190087,22.326791
114.189948,22.326612
114.18983,22.326389
114.189744,22.32622
114.18962,22.325977
114.18954,22.325833
114.189433,22.32563
114.189352,22.325466
114.18924,22.325302
114.189127,22.325208
114.18902,22.32495
114.18888,22.324736
114.188821,22.324553
114.188703,22.32432
114.188569,22.324076
114.188349,22.323635
114.188285,22.323491
114.188177,22.323282
114.188081,22.323104
114.187952,22.322841
114.187925,22.322771
114.187904,22.322717
114.187759,22.322474
114.187652,22.322196
114.187587,22.321913
114.187598,22.321288
114.187619,22.32102
114.187603,22.320806
114.187582,22.320638
114.187593,22.320484
114.187625,22.320295
114.187614,22.320107
114.187614,22.319923
114.187609,22.319789
114.187619,22.3197
114.187619,22.319605
114.187619,22.319521
114.187625,22.319392
114.187609,22.319218
114.187603,22.319104
114.187609,22.31901
114.1877,22.319025
114.187791,22.319
114.187872,22.318965
114.187957,22.318906
114.188043,22.318881
114.188124,22.318851
114.188193,22.318811
114.188301,22.318762
114.18837,22.318732
114.188446,22.318727
114.188531,22.318767
114.188569,22.318841
114.188596,22.318916
114.188578,22.318935
114.188584,22.318949
114.1886,22.318955
114.188616,22.318955
114.18863,22.318949
114.188634,22.318935
114.188634,22.318916
114.188629,22.318896
114.188646,22.318893
114.188647,22.318911
114.188664,22.318911
114.188676,22.318896
114.188681,22.318881
114.188714,22.318872
114.188698,22.318857
114.188698,22.318857
114.188629,22.318896
114.1885755,22.3188076
114.1885165,22.3186985
114.18837,22.318732
114.188193,22.318811
114.1878674,22.3189267
114.187609,22.31901
114.1876206,22.318758
114.1876367,22.3182667
114.1876475,22.3177308
114.1876582,22.3171154
114.1875294,22.3165248
114.1876796,22.3159293
114.1875938,22.3149169
114.1874222,22.3139641
114.1870145,22.3132892
114.1865424,22.3124951
114.1860274,22.3116217
114.185491,22.3108078
114.1852764,22.3102718
114.1846541,22.3097358
114.1838602,22.3090807
114.1832164,22.3086837
114.1823796,22.3081874
114.1818217,22.3078301
114.1811136,22.3073338
114.1806844,22.3067581
114.1801265,22.3061823
114.179397,22.305686
114.1787962,22.305686
114.1776589,22.3059441
114.1771439,22.3060632
114.176865,22.3069367
114.1766289,22.3078301
114.1763715,22.3088822
114.1761354,22.3096762
114.1759423,22.3103909
114.1760925,22.3109666
114.1763929,22.3117011
114.1762856,22.3119989
114.1762212,22.3122371
114.1759423,22.3125944
114.1758136,22.3128723
114.1762856,22.313051
114.1763715,22.3135274
114.1763715,22.3141428
114.1763715,22.3144207
114.176586,22.3147184
114.1767577,22.3151551
114.1767791,22.3156117
114.1768864,22.3159095
114.1769723,22.3162072
114.1767679,22.3163579
114.1765504,22.3164382
114.1763973,22.3165086
