114.1854093,22.3291628
114.1854039,22.3290835
114.1853074,22.3290487
114.1851679,22.3290487
114.1850713,22.3290487
114.1849587,22.3290636
114.1848567,22.3290686
114.1846958,22.3290686
114.1845832,22.3290686
114.184492,22.3290686
114.1843954,22.3290686
114.1843042,22.3290686
114.1842023,22.3290884
114.1841218,22.3291033
114.1841218,22.3290041
114.184095,22.3288949
114.1841004,22.3287956
114.1841057,22.3286865
114.1840896,22.3285029
114.1840843,22.328354
114.1840843,22.3282796
114.1840789,22.3281257
114.1840735,22.3279322
114.1840628,22.3278131
114.184036,22.3276097
114.184036,22.3274112
114.184036,22.3272524
114.1842774,22.3272524
114.1845188,22.3272722
114.1849211,22.3272722
114.1852376,22.3272871
114.185699,22.3272921
114.1860959,22.3272921
114.1864714,22.327302
114.1868469,22.3273219
114.1871634,22.3273765
114.187437,22.3273963
114.1877911,22.3274757
114.1881505,22.3275154
114.1885045,22.3275898
114.1888371,22.3276593
114.1891107,22.327704
114.1894916,22.3277585
114.1898456,22.3277933
114.1899959,22.3277883
114.1901246,22.3276742
114.1902533,22.3274161
114.1903284,22.3271928
114.1902802,22.3269894
114.190087,22.3267909
114.1899476,22.3266123
114.1898296,22.326389
114.1897437,22.3262202
114.1896203,22.3259771
114.1895399,22.3258332
114.1894326,22.3256297
114.1893521,22.325466
114.1892395,22.3253022
114.1891268,22.3252079
114.1890195,22.3249499
114.1888801,22.3247365
114.188821,22.3245529
114.188703,22.3243197
114.1885689,22.3240765
114.188349,22.3236349
114.1882846,22.323491
114.1881773,22.3232825
114.1880808,22.3231039
114.187952,22.3228409
114.1879252,22.3227714
114.1879037,22.3227168
114.1877589,22.3224737
114.1876516,22.3221958
114.1875872,22.3219129
114.187598,22.3212877
114.1876194,22.3210197
114.1876033,22.3208063
114.1875819,22.3206376
114.1875926,22.3204837
114.1876248,22.3202952
114.187614,22.3201066
114.187614,22.319923
114.1876087,22.319789
114.1876194,22.3196997
114.1876194,22.3196054
114.1876194,22.319521
114.1876248,22.319392
114.1876087,22.3192183
114.1876033,22.3191042
114.1876087,22.3190099
114.1876999,22.3190248
114.1877911,22.3189999
114.1878715,22.3189652
114.1879574,22.3189057
114.1880432,22.3188808
114.1881237,22.3188511
