114.1468281,22.3370433
114.1467691,22.3370284
114.1467369,22.3370135
114.1467088,22.337011
114.14669,22.3370271
114.1466725,22.3370557
114.1466591,22.3370805
114.1466524,22.3370966
114.1466323,22.3370978
114.1466323,22.3371289
114.1466082,22.3371561
114.1465948,22.3371772
114.1465813,22.3372058
114.1465679,22.3372256
114.1465585,22.3372554
114.1465465,22.3372765
114.1465357,22.3373112
114.1465304,22.3373236
114.146529,22.3373459
114.146529,22.3373683
114.146529,22.3373931
114.1465183,22.3374055
114.1465109,22.3374185
114.1465062,22.3374414
114.1464945,22.3374634
114.1464867,22.3374814
114.1464774,22.3374982
114.1464683,22.3375205
114.1464586,22.3375425
114.1464472,22.3375686
114.1464395,22.3375828
114.1464328,22.337598
114.1464234,22.3376185
114.146416,22.3376355
114.1464012,22.3376712
114.1463962,22.337687
114.1464277,22.3376969
114.1464465,22.3377047
114.1464676,22.3377087
114.1464901,22.337714
114.1465105,22.3377218
114.1465266,22.3377276
114.1465541,22.3377397
114.14658,22.3377525
114.1466058,22.3377593
114.146639,22.3377683
114.1466547,22.3377729
114.1466836,22.3377835
